document_number,comment_id,category,agency
2016-19222,APHIS-2016-0043-0216,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0386,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0260,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0190,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0587,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0275,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0144,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0237,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0357,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0217,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0339,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0526,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0019,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0361,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0571,Political Consultant/Lobbyist,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0502,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0440,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0158,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0614,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0482,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0328,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0464,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0333,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0338,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0177,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0355,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0401,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0437,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0405,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0077,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0439,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0023,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0537,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0068,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0601,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0200,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0091,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0462,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0579,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0045,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0050,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0252,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0170,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0593,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0305,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0181,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0223,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0213,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0106,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0331,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0602,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0160,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0081,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0618,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0421,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0490,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0302,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0384,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0477,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0345,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0138,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0528,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0406,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0085,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0220,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0197,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0625,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0322,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0189,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0095,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0059,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0286,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0094,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0415,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0370,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0238,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0383,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0272,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0611,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0606,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0363,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0340,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0279,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-19222,APHIS-2016-0043-0276,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0026,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0024,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0025,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0027,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0028,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0029,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0030,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0031,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0032,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0033,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0034,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0035,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0036,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0044,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0037,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0038,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0039,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0040,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0041,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0042,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0043,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0046,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-06658,APHIS-2015-0099-0003,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-06658,APHIS-2015-0099-0005,Ordinary Citizen,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-06658,APHIS-2015-0099-0006,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-06658,APHIS-2015-0099-0007,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0045,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-06658,APHIS-2015-0099-0008,Academic/Industry/Expert (incl. small/local business),"Agriculture Department, Animal and Plant Health Inspection Service"
2016-00681,APHIS-2014-0095-0047,Organization/Corporation,"Agriculture Department, Animal and Plant Health Inspection Service"
