document_number,title,agency,publication_date,comment_url,comments_close_on,regs_document_id,comment_count,source
2018-04000,Statewide Communication Interoperability Plan Template and Progress Report,Homeland Security Department,2018-02-28,,2018-03-30,DHS-2017-0059-0002,0,federalregister
2018-04041,60-Day Notice of Proposed Information Collection: Evaluation of the Supportive Services Demonstration,Housing and Urban Development Department,2018-02-28,,2018-04-30,HUD-2018-0019-0001,0,federalregister
2018-04059,Proposed Collection; Comment Request,"Defense Department, Army Department",2018-02-28,,2018-04-30,USA-2018-HQ-0004-0001,1,federalregister
2018-04091,Proposed Collection; Comment Request,"Defense Department, Navy Department",2018-02-28,,2018-04-30,USN-2018-HQ-0005-0001,1,federalregister
2018-04010,Grapes Grown in a Designated Area of Southeastern California; Decreased Assessment Rate,"Agriculture Department, Agricultural Marketing Service",2018-03-01,,2018-04-02,AMS-SC-17-0082-0001,2,federalregister
2018-04149,"Airworthiness Directives; Bombardier, Inc., Airplanes","Transportation Department, Federal Aviation Administration",2018-03-01,,2018-04-16,FAA-2018-0118-0001,1,federalregister
2018-04191,"Approval and Promulgation of Air Quality Implementation Plans; New Jersey; Infrastructure Requirements for the 2008 Lead, 2008 Ozone, 2010 Nitrogen Dioxide, 2010 Sulfur Dioxide, 2011 Carbon Monoxide, 2006 PM10, 2012 PM2.5, 1997 Ozone, and the 1997 and 2006 PM2.5 National Ambient Air Quality Standards",Environmental Protection Agency,2018-03-01,,2018-04-02,EPA-R02-OAR-2016-0625-0001,15,federalregister
2018-04147,"Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Lighthouse Repair and Tour Operations at Northwest Seal Rock, California","Commerce Department, National Oceanic and Atmospheric Administration",2018-03-01,,2018-04-02,,0,federalregister
2018-04129,Commission Agenda and Priorities; Notice of Hearing,Consumer Product Safety Commission,2018-03-01,,2018-03-28,CPSC-2018-0009-0001,6,federalregister
2018-04166,Agency Information Collection Activities; Comment Request; Reaffirmation Agreement,Education Department,2018-03-01,,2018-04-30,ED-2018-ICCD-0022-0001,2,federalregister
2018-04100,Proposed Collection; Comment Request on Information Collection Tools Relating to IRS Customer Satisfaction Surveys,"Treasury Department, Internal Revenue Service",2018-03-01,,2018-04-30,,0,federalregister
2018-04196,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Survey of Employer Policies on the Employment of People With Disabilities,Labor Department,2018-03-01,,2018-04-02,DOL_FRDOC_0001-1176,6,federalregister
2018-04114,Notice of Proposed Information Collection Requests: 2019-2021 IMLS Grants to States Program “Five Year State Plan Guidelines”,"National Foundation on the Arts and the Humanities, Institute of Museum and Library Services",2018-03-01,,2018-04-27,,0,federalregister
2018-04175,Susceptibility Test Interpretive Criteria Recognized and Listed on the Susceptibility Test Interpretive Web Page; Reopening of a Public Docket; Request for Comments,"Health and Human Services Department, Food and Drug Administration",2018-03-01,http://www.regulations.gov/commenton/FDA-2017-N-5925-0012,,FDA-2017-N-5925-0012,20,federalregister
2018-04187,Agency Information Collection Activities; Proposed eCollection eComments Requested; New; Correction,Justice Department,2018-03-01,,2018-04-24,,0,federalregister
2018-04200,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Powered Industrial Trucks Standard,Labor Department,2018-03-01,,2018-04-02,DOL_FRDOC_0001-1173,6,federalregister
2018-04112,Revisions to California State Implementation Plan; Bay Area Air Quality Management District; Stationary Sources; New Source Review,Environmental Protection Agency,2018-03-01,,2018-04-02,EPA-R09-OAR-2018-0080-0001,13,federalregister
2018-04156,Proposed Information Collection; Comment Request; Redistricting Data Program,"Commerce Department, Census Bureau",2018-03-01,,2018-04-30,USBC-2018-0003-0001,2,federalregister
2018-04153,"Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Guidance for Industry, Researchers, Patient Groups, and Food and Drug Administration Staff on Meetings With the Office of Orphan Products Development","Health and Human Services Department, Food and Drug Administration",2018-03-01,,2018-04-02,FDA-2014-D-0313-0011,1,federalregister
2018-04189,"Settlement Agreement and Order on Consent: Gilt Edge Mine Superfund Site, Lead, Lawrence County, South Dakota",Environmental Protection Agency,2018-03-01,,2018-04-02,EPA_FRDOC_0001-21974,15,federalregister
2018-04151,Proposed Data Collection Submitted for Public Comment and Recommendations,"Health and Human Services Department, Agency for Toxic Substances and Disease Registry",2018-03-01,,2018-04-30,,0,federalregister
2018-04076,Onions Grown in South Texas; Proposed Amendment to Marketing Order 959,"Agriculture Department, Agricultural Marketing Service",2018-03-01,,2018-04-30,AMS-SC-17-0067-0001,2,federalregister
2018-04150,Airworthiness Directives; Dassault Aviation Airplanes,"Transportation Department, Federal Aviation Administration",2018-03-01,,2018-04-16,FAA-2018-0117-0001,0,federalregister
2018-04178,Plan for Periodic Review of Regulations,"Commerce Department, National Oceanic and Atmospheric Administration",2018-03-01,,2018-04-02,NOAA-NOS-2017-0133-0001,26,federalregister
2018-04185,Air Plan Approval; Virginia; Regional Haze Plan and Visibility for the 2010 SO2 and 2012 PM2.5 Standards,Environmental Protection Agency,2018-03-01,,2018-04-02,EPA-R03-OAR-2017-0601-0001,12,federalregister
2018-04141,Privacy Act of 1974; System of Records,Education Department,2018-03-01,,2018-04-02,ED-2017-FSA-0135-0001,3,federalregister
2018-04121,"Southern LNG Company, L.L.C.; Application for Blanket Authorization To Export Liquefied Natural Gas to Non-Free Trade Agreement Countries on a Short-Term Basis",Energy Department,2018-03-01,,2018-04-02,DOE-HQ-2018-0010-0001,30,federalregister
2018-04135,"Pieridae Energy (USA), Ltd.",Energy Department,2018-03-01,,2018-03-16,DOE-HQ-2018-0001-0040,0,federalregister
2018-04169,Notice of Continuation and Request for Nominations for the Intergovernmental Policy Advisory Committee on Trade,"Trade Representative, Office of United States",2018-03-01,,2018-03-28,USTR_FRDOC_0001-0452,1,federalregister
2018-04122,Public Meeting Regarding NHTSA's Research Portfolio,"Transportation Department, National Highway Traffic Safety Administration",2018-03-01,https://www.regulations.gov/commenton/NHTSA-2018-0016-0001,,NHTSA-2018-0016-0001,9,federalregister
2018-04202,"Agency Information Collection Activities; Submission for OMB Review; Comment Request; Representative Payee Report, Representative Payee Report Short Form, and Physician's/Medical Officer's Statement",Labor Department,2018-03-01,,2018-04-02,DOL_FRDOC_0001-1174,0,federalregister
2018-04201,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Telephone Point of Purchase Survey,Labor Department,2018-03-01,,2018-04-02,DOL_FRDOC_0001-1177,0,federalregister
2018-04182,"PSEG Nuclear, LLC; Exelon Generation Company, LLC; Salem Nuclear Generating Station, Unit Nos. 1 and 2; Rod Position Indicators",Nuclear Regulatory Commission,2018-03-01,,2018-04-02,NRC-2018-0039-0001,0,federalregister
2018-04168,New Postal Products,Postal Regulatory Commission,2018-03-01,,2018-03-05,,0,federalregister
2018-03859,Drawn Stainless Steel Sinks From China; Institution of Five-Year Reviews,International Trade Commission,2018-03-01,,2018-04-02,ITC-2018-0077-0001,0,federalregister
2018-04203,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Requirements of a Bona Fide Thrift or Savings Plan and Requirements of a Bona Fide Profit-Sharing Plan or Trust,Labor Department,2018-03-01,,2018-04-02,DOL_FRDOC_0001-1175,0,federalregister
2018-04194,Receipt of a Pesticide Petition Filed for Residues of Pesticide Chemicals in or on Various Commodities,Environmental Protection Agency,2018-03-01,,2018-04-02,EPA-HQ-OPP-2018-0040-0001,2,federalregister
2018-04115,"Radio Broadcasting Services; Desert Hills, Arizona",Federal Communications Commission,2018-03-01,,2018-03-26,FCC-2018-0080-0001,0,federalregister
2018-04152,Proposed Data Collections Submitted for Public Comment and Recommendations,"Health and Human Services Department, Centers for Disease Control and Prevention",2018-03-01,,2018-04-30,,0,federalregister
2018-04186,Privacy Act of 1974; System of Records,Environmental Protection Agency,2018-03-01,,2018-04-02,EPA-HQ-OEI-2017-0307-0001,0,federalregister
2018-04136,Agency Information Collection Activities: Proposed Collection Revisions; Comment Request,Federal Deposit Insurance Corporation,2018-03-01,,2018-04-30,FDIC-2018-0021-0001,0,federalregister
2018-04311,Fourteenth RTCA SC-230 Airborne Weather Detection Systems Plenary,"Transportation Department, Federal Aviation Administration",2018-03-02,,,FAA-2013-0259-2157,0,federalregister
2018-04263,Information Collection Request to Office of Management and Budget; OMB Control Number: 1625-0012,"Homeland Security Department, Coast Guard",2018-03-02,,2018-05-01,USCG-2018-0134-0001,1,federalregister
2018-04268,Information Collection Request[s] to Office of Management and Budget; OMB Control Number: 1625-0005,"Homeland Security Department, Coast Guard",2018-03-02,,2018-05-01,USCG-2018-0138-0001,0,federalregister
2018-04281,"The Declaration of Added Sugars on Honey, Maple Syrup, and Certain Cranberry Products; Draft Guidance for Industry; Availability","Health and Human Services Department, Food and Drug Administration",2018-03-02,,2018-05-01,FDA-2018-D-0075-0001,69,federalregister
2018-04254,"Special Local Regulation; Black Warrior River, Tuscaloosa, AL","Homeland Security Department, Coast Guard",2018-03-02,,2018-04-02,USCG-2018-0014-0001,1,federalregister
2018-04298,"Special Local Regulation; Miami Grand Prix of the Seas, Biscayne Bay, Miami, FL","Homeland Security Department, Coast Guard",2018-03-02,,2018-04-02,USCG-2017-1076-0001,68,federalregister
2018-04264,Air Plan Approval; Rhode Island; Enhanced Motor Vehicle Inspection and Maintenance Program; Reopening of Comment Period,Environmental Protection Agency,2018-03-02,,2018-04-02,EPA-R01-OAR-2009-0436-0028,18,federalregister
2018-04359,Petitions for Reconsideration of Action in Rulemaking Proceeding,Federal Communications Commission,2018-03-02,,,,0,federalregister
2018-04239,Agency Information Collection Activities: Proposed Collection; Comment Request,National Archives and Records Administration,2018-03-02,,2018-05-01,NARA_FRDOC_0001-0697,0,federalregister
2018-04224,Information Collection Being Submitted for Review and Approval to the Office of Management and Budget,Federal Communications Commission,2018-03-02,,2018-04-02,FCC-2018-0081-0001,0,federalregister
2018-04217,"Patient Safety Organizations: Voluntary Relinquishment From the NCH Healthcare System, PSO","Health and Human Services Department, Agency for Healthcare Research and Quality",2018-03-02,,,AHRQ-2022-0004-0678,0,federalregister
2018-04181,Definitions of Suspect Product and Illegitimate Product for Verification Obligations Under the Drug Supply Chain Security Act; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2018-03-02,,2018-04-02,FDA-2018-D-0338-0001,7,federalregister
2018-04180,Standardization of Data and Documentation Practices for Product Tracing; Draft Guidance for Industry; Availability,"Health and Human Services Department, Food and Drug Administration",2018-03-02,,2018-05-01,FDA-2018-D-0688-0001,6,federalregister
2018-04235,Agency Information Collection Activities; Submission for OMB Review; Comment Request; Agreement and Undertaking,Labor Department,2018-03-02,,2018-04-02,DOL_FRDOC_0001-1178,10,federalregister
2018-04225,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2018-03-02,,2018-05-01,FCC-2018-0082-0001,0,federalregister
